title,slug,category,description,headerImage,credit,artist_ids,gene_ids,tag_id,keyword,price_guidance,show_on_editorial
Ellsworth Kelly: Lithographs,ellsworth-kelly-lithograph,Abstract Art,"<p><a href=""https://www.artsy.net/artist/ellsworth-kelly"">Ellsworth Kelly</a>’s interest in lithography can be traced to his days as an American soldier, fighting in the French countryside during World War II. Stationed a few miles outside of Paris, Kelly and his army buddies (one of whom even modeled for <a href=""https://www.artsy.net/artist/pablo-picasso"">Pablo Picasso</a>) would travel into the city and immerse themselves in the art scene. After the war, Kelly was drawn back to Paris to study fine art, which led to his first solo exhibition of paintings at <a href=""https://www.artsy.net/galerie-maeght"">Galerie Maeght</a> in 1964. Galerie Maeght’s owners, who were avid lithographers, introduced Kelly to the printmaking technique. Later that year, Kelly began working on two strikingly different print series: his “Suite of Twenty-Seven Color Lithographs”(1964–65) showcases brightly-colored and slightly irregular shapes, while his “Suite of Plant Lithographs”(1964–66) features delicate line drawings of nature. Whether collaborating with Maeght’s publication <i><a href=""https://www.artsy.net/collection/lithographs-derriere-le-miroir"">Derrière le Miroir</a></i> or the Los Angeles printshop <a href=""https://www.artsy.net/gemini-g-dot-e-l"">Gemini G.E.L.</a>, Kelly returned to lithography throughout his career, regarding the technique as his favorite printmaking process.</p>",http://files.artsy.net/images/kelly-lithograph.png,"<p>Ellsworth Kelly, <i>Light Blue with Orange</i>, 1964-1965. Courtesy of Lyndsey Ingram.</p>",4dbe1873a671b202fd0001b3,lithograph-1,,,350,TRUE
Hiroshi Sugimoto: Seascapes,hiroshi-sugimoto-seascapes,Contemporary,"<p>Since 1980, <a href=""https://www.artsy.net/artist/hiroshi-sugimoto"">Hiroshi Sugimoto</a> has traveled around the world—from the Arctic Ocean to the Black Sea—to photograph the tranquil horizon line where the sea meets the sky. The series, which includes over 200 black-and-white photographs, is a testament to Sugimoto’s meditative and rigorous effort to capture the earth’s most basic elements. “Water and air. So very commonplace are these substances, they hardly attract attention—and yet they vouchsafe our very existence,” the artist once <a href=""https://www.sugimotohiroshi.com/seascapes-1/"">wrote</a>. “Every time I view the sea, I feel a calming sense of security, as if visiting my ancestral home.” To give the photographs a balanced quality, Sugimoto meticulously composes his seascapes to ensure each image presents sky and water in equal parts. Famous for his long exposure photography, Sugimoto also uses the analog technique to blur turbulent waves and passing clouds, giving his photographs a timeless aura. Sugimoto’s seascapes are among the artist’s most popular series, setting the auction record for the artist when the triptych <i>Black Sea, Ozuluce; Yellow Sea, Cheju; Red Sea, Safaga</i> (1991–1992) sold for nearly $1.9 million at Christie’s in 2007.</p>",http://files.artsy.net/images/hiroshisugimotoseascapes.png,"<p>Hiroshi Sugimoto, <i>Norwegian Sea, Vesteralen Island (335)</i>, 1990. Courtesy of Vogtle Contemporary.</p>",4dc993c5997446000100391c,,,"Waterscape, Sea, Ocean, Lake",1500,TRUE
Jeff Koons: Balloon Dogs,jeff-koons-balloon-dogs,Collectible Sculptures,"<p><a href=""https://www.artsy.net/artist/jeff-koons"">Jeff Koons</a> released “Balloon Dogs” as part of his “Celebration” series in 1993. These playful sculptures are now among the most iconic works of contemporary art. In 2013, his 10-foot-tall <i>Balloon Dog (Orange)</i> (1994–2000) was purchased for $58.4 million at Christie’s, setting a new record for the most expensive work ever sold at auction by a living artist. Koons has also created smaller, collectible versions of this sculpture, as well as balloon swans, rabbits, monkeys, and even Venuses. “I’ve always enjoyed balloon animals because they’re like us,” Koons <a href=""http://newsfeed.time.com/2013/11/14/an-orange-balloon-dog-sold-for-58-4-million-so-here-are-10-cool-jeff-koons-balloon-pieces/"">has said</a> about the series, “We’re balloons. You take a breath and you inhale, it’s an optimism. You exhale, and it’s kind of a symbol of death.”</p>",http://files.artsy.net/images/jeffkoonsballoondogs.png,"<p>Jeff Koons, <i>Balloon Dogs (Yellow, Magenta and Orange)</i>, 2015. Courtesy of Weng Contemporary.</p>",4d8b92bb4eb68a1b2c00044a,,,"Balloon Dog, Balloon swan, Balloon monkey, Balloon Rabbit",9000,TRUE
Joan Miró: Etchings,joan-miro-etchings,Modern,"<p>In 1938, the Surrealist <a href=""https://www.artsy.net/artist/joan-miro"">Joan Miró</a> met the master printer Louis Marcoussis and quickly became enamored by etching, an intaglio technique of incising a design onto a metal plate. When travel pulled Miró away from Marcoussis’s studio, he sent him letters about his budding interests in the medium. “My dear friend,” he <a href=""https://www.moma.org/documents/moma_catalogue_229_300087882.pdf"">wrote</a>, “I am in this beautiful country for a few days and am always thinking about this exciting technique of etching, which I will take up again as soon as I return, following your precious counsel.” Miró’s early etchings, produced during the turmoil of the Spanish Civil War, often explored a tension between darkness and color, incorporating different techniques such as aquatint and drypoint to heighten these contrasts. In 1967, Miró’s etching practice hit another breakthrough when he discovered that carborundum, an abrasive mineral, could give his prints even more depth and texture. These late carborundum prints are some of Miró’s most desirable etchings on the market, often selling in the high five-figure range at auction.</p>",http://files.artsy.net/images/joanmiroetching.png,"<p>&copy; Joan Miró / Artist Rights Society (ARS), New York, NY.</p>",4d8b927f4eb68a1b2c00017c,etching-slash-engraving,,,7500,TRUE
Joan Miró: Lithographs,joan-miro-lithographs,Modern,"<p><a href=""https://www.artsy.net/artist/joan-miro"">Joan Miró</a>—the Surrealist famous for his biomorphic and abstract paintings—was also a prolific printmaker, creating over 1,000 lithographs over the course of his career. Indeed, Miró’s first prints were lithographs, a printmaking method that enables artists to draw directly on a stone slab or metal plate. Created in 1930, these early lithographs accompanied a book of poetry by Tristan Tzara and jumpstarted Miró’s lifelong love of the lithography technique. From from 1954 to 1958, Miró nearly gave up painting altogether to focus on these prints, earning him the Grand Prize for Graphic Work at the Venice Biennale in 1954. Some of Miró’s lithographs, such as his collaborations with the fine art publisher <i>Derrière le Miroir</i>, recreate his paintings on paper, while many others, such as his 1944 “Barcelona” series, are entirely new designs that explore the possibilities of the lithography technique.</p>",http://files.artsy.net/images/joan-miro-lithograph.png,"<p>&copy; Joan Miró / Artist Rights Society (ARS), New York, NY.</p>",4d8b927f4eb68a1b2c00017c,lithograph-1,,,1000,TRUE
Josef Albers: Formulation: Articulation,josef-albers-formulation-articulation,Abstract Art,"<p><a href=""https://www.artsy.net/artist/josef-albers"">Josef Albers</a>’s “Formulation: Articulation” portfolio contains 127 silkscreens of his most iconic works, published by Harry N. Abrams and printed by Albers’s Yale colleagues Norman Ives and Sewell Stillman in 1972. Released just four years before Albers’s death, “Formulation: Articulation” is often regarded as a capstone to the artist’s long career, spanning his early works at the Bauhaus in the 1930s until his tenure at Yale. Notably, Albers chose to arrange the prints out of chronological order, favoring a lineup that focused on color relationships. The portfolio, released in an edition of 1,000, is in the permanent collection of The Metropolitan Museum of Art, SFMOMA, the British Museum, and the Stedelijk Museum, among other institutions. While the prints in “Formulation: Articulation” are often sold individually, rare examples of the full portfolio occasionally come to the market.</p>",http://files.artsy.net/images/albers-formulation-articulation.png,"<p>&copy; Josef Albers / Artist Rights Society (ARS), New York, NY.</p>",4d8b92884eb68a1b2c0001d6,,,Formulation: Articulation,1000,TRUE
Josef Albers: Homage to the Square,josef-albers-homage-to-the-square,Abstract Art,"<p><a href=""https://www.artsy.net/artist/josef-albers"">Josef Albers</a>’s extensive series, “Homage to the Square,” occupied him for more than 25 years. The artist, an early student (and later, a professor) of the Bauhaus, the legendary German art and design school, was fascinated by the ability to create the illusion of three-dimensions using only color and spatial relationships. Albers had a long career as a professor at Black Mountain College before joining Yale University’s Art Department, where he began his iconic abstract series at age 62. Over the coming decades, Albers would make more than 1,000 oil paint and silkscreen “Homages” before his death at age 88 in 1976. The works feature nested squares in different shades, which Albers often applied directly from the paint tube onto fiberboard. The combination of colors would often create optical and psychological effects, including after-images—the lingering perception of colors in the visual field that aren’t really there.</p>",http://files.artsy.net/images/albers-square.png,"<p>&copy; Josef Albers / Artist Rights Society (ARS), New York, NY.</p>",4d8b92884eb68a1b2c0001d6,,,"Hommage au Carré, Homage to the Square",500,TRUE
KAWS: Posters,kaws-posters,Artist Posters,"<p>In 1996, Brian Donnelly, now known by his moniker <a href=""https://www.artsy.net/artist/kaws"">KAWS</a>, moved to New York and met fellow street artist Barry McGee, who had a key to the city’s phone booths. KAWS soon devised a strategy: break into the booths, remove their advertising posters, add his own graffiti to the posters, and then reinstall them back in the booth another night. “When I started painting on advertisements, it occurred to me that the ad really set the work in a specific time,” KAWS <a href=""https://www.interviewmagazine.com/art/kaws"">once said</a>. Indeed, his takes on Calvin Klein advertisements, featuring a young Kate Moss and Christy Turlington, capture the cultural moment of the late 1990s. These early works also reveal KAWS’s first experimentation with his now-signature skull and bones motif, seen on his “<a href=""https://www.artsy.net/collection/kaws-companions"">Companion</a>” characters and other vinyl <a href=""https://www.artsy.net/collection/kaws-toys"">toys</a>. While many of these original advertisements are now lost or destroyed, KAWS released a series of collectible posters featuring this body of work in 1999.</p>",http://files.artsy.net/images/kawsposter.png,"<p>KAWS, <i>Untitled (from Undercover set)</i>, 1999. Courtesy of EHC Fine Art.</p>",4e934002e340fa0001005336,poster,,,2000,TRUE
KAWS: Toys,kaws-toys,Collectible Sculptures,"<p>Brian Donnelly, the ex-Disney illustrator better known as <a href=""https://www.artsy.net/artist/kaws"">KAWS</a>, created his first vinyl toy in 1999: an eight-inch “<a href=""https://www.artsy.net/collection/kaws-companions"">Companion</a>” whose round belly, noodly limbs, and white gloves immediately reminded viewers of the cartoons made famous by his former workplace. The limited edition toy, produced in collaboration with the Japanese brand Bounty Hunter, reflected KAWS’s desire to make his work more accessible to the public. In the years since, KAWS has rendered most of his signature characters in three dimensions, including Chum, Bendy, and Blitz, as well as his renditions of iconic cartoons like Tweety, <a href=""https://www.artsy.net/collection/kaws-snoopy"">Snoopy</a>, and <a href=""https://www.artsy.net/collection/kaws-pinocchio"">Pinocchio</a>. When first released, these sculptures often sell out in just seconds. When the Museum of Modern Art promoted KAWS’s toys in its design store, collector demand was so high that the museum’s website crashed multiple times.</p>",https://artsy-vanity-files-production.s3.amazonaws.com/images/kaws2.png,"<p>&copy; KAWS, Medicom Toy 2007.</p>",4e934002e340fa0001005336,"sculpture, related-to-toys",,"Companion, BFF, Passing Through, Astroboy, Astro Boy, Small Lie, Together, Accomplice, Twins, Stormtrooper, Boba Fett, Darth Vader, Undercover Bear, Tweety, Pinocchio, Resting Place, Along the Way, Final Days, Zooth, Tweety, Joe Kaws, Snoopy, Seeing Watching, Pinocchio, Jiminy Cricket, Partners, Milo, Kubrick, Zooth, Bounty Hunter, Bearbrick, Chum, JPP, Final Days, Chompers, Cat Teeth Bank, Bend, Blitz, Bendy, Accomplice",450,TRUE
Keith Haring: Posters,keith-haring-posters,Artist Posters,"<p><a href=""https://www.artsy.net/artist/keith-haring"">Keith Haring</a>, the street artist who famously declared that “art is for everybody,” started designing posters in 1982, while he was still a student at the School of Visual Arts in New York. Haring was drawn to posters because they were a democratic medium—a great way to share his bright designs and graphic characters with the public on a large scale. Over the next eight years, Haring created over 80 unique posters, from corporate advertisements for Absolut and Lucky Strike to cultural announcements for the Montreux Jazz Festival and the World Breakdance Championship. Haring also used posters as a means for social activism, spreading awareness about the crack cocaine epidemic in the United States, apartheid in South Africa, global nuclear disarmament, and the devastation of AIDS—a disease Haring would eventually face. Together, these posters feature nearly all of Haring’s signature icons, including his radiant baby, flying angel, and barking dog.</p>",http://files.artsy.net/images/keithharingposter.png,"<p>Keith Haring, <i>American Music Festival Poster</i>, 1988. Courtesy of MSP Modern.</p>",4db5b2717798a61695000259,poster,,,500,TRUE
Kiki Smith: Flowers,kiki-smith-flowers,Contemporary,"<p>After the death of her mother Jane in 2005, <a href=""https://www.artsy.net/artist/kiki-smith"">Kiki Smith</a> found herself surrounded by bouquets of condolence flowers inside her Lower East Side apartment. In her grief, Smith began to see the flowers as striking representations of her mother herself, once a Broadway actress and opera singer. Drawing them in various states of bloom and decay, Smith’s flowers (most often lilies, roses, daisies, and sunflowers) represent the ephemeral qualities of life and beauty, here one moment and gone the next. Early drawings ceded to etchings and prints, as Smith finds a sense of spirituality in the repetitive nature of printmaking. “Prints mimic what we are as humans,” Smith <a href=""https://www.bus.umich.edu/RossArt/collection/Artwork.aspx?artwork_ord=228"">said</a> in 1998. “We are all the same and yet everyone is different. I think there’s a spiritual power in repetition, a devotional quality, like saying rosaries.""</p>",http://files.artsy.net/images/kikismithflowers.png,"<p>Kiki Smith, <i>Little Meadow</i>, 1999. Courtesy of Pace Prints.</p>",4dc98ef49a96300001003179,,,"Flower, flowers, flora",2500,TRUE
Lithographs: Derrière Le Miroir,lithographs-derriere-le-miroir,Modern,"<p>French for “Behind the Mirror,” <i>Derrière Le Miroir</i> was a publication that ran from 1946 to 1982, featuring prints by the era’s most celebrated Modernists at a fraction of their usual cost. Produced by Galerie Maeght in Paris, the publication was dedicated to making art widely accessible at a time when many exiled artists and creative thinkers had just returned to France at the end of World War II. With lithographs by artists including <a href=""http://artsy.net/artist/alexander-calder"">Alexander Calder</a>, <a href=""http://artsy.net/artist/ellsworth-kelly"">Ellsworth Kelly</a>, and <a href=""http://artsy.net/artist/joan-miro"">Joan Miró</a>, each issue of <i>Derrière Le Miroir</i> was non-editioned and unsigned—creating unprecedented accessibility to works by these artists.</p>",http://files.artsy.net/images/derriere-le-miroir.png,"<p>&copy; Alexander Calder / Artist Rights Society (ARS), New York, NY.</p>",,,derriere-le-miroir,,200,TRUE
Mel Bochner: Text,mel-bochner-text,Contemporary,"<p>“Blah blah blah,” <a href=""https://www.artsy.net/artist/mel-bochner"">Mel Bochner</a>’s seminal 2008 work of the <a href=""https://www.artsy.net/collection/mel-bochner-blah-blah-blah"">same name</a> says to viewers. Bochner’s conceptual work invites viewers to investigate the differences between “seeing” and “reading” art, superimposing words and colors in combinations that make viewers pause. For example, the Conceptual artist will cover canvases in obscenities painted in innocent hues of baby pink and blue or sweet words rendered in soiled browns and inky blacks. Bochner is perhaps most celebrated for his “Thesaurus” pieces that feature lists of synonyms—such as “Amazing! Awesome! Breathtaking!”—and encourage viewers to think about their day-to-day word choices. This series began when Bochner was in his twenties, creating word-based portraits of his friends and fellow burgeoning artists Eva Hesse, Robert Smithson, and Dan Flavin.</p>",http://files.artsy.net/images/mel-bochner-text.png,"<p>Mel Bochner, <i>Amazing</i>, 2016. Courtesy of Two Palms.</p>",4e8f63c8f0caa8000100407f,text,,,2500,TRUE
Minimalist Prints,minimalist-prints,Abstract Art,"<p>Showcasing basic shapes and pared-down color palettes, minimalist prints follow <a href=""https://www.artsy.net/artist/leonardo-da-vinci"">Leonardo da Vinci</a>&rsquo;s famous assertion: &ldquo;Simplicity is the ultimate sophistication.&rdquo; Beginning in the 1960s, artists like <a href=""https://www.artsy.net/artist/frank-stella"">Frank Stella</a>, <a href=""https://www.artsy.net/artist/carmen-herrera"">Carmen Herrera</a>, <a href=""https://www.artsy.net/artist/robert-mangold"">Robert Mangold</a>, and <a href=""https://www.artsy.net/artist/richard-serra"">Richard Serra</a> pioneered a new kind of abstraction that focused on simple geometric forms, looking to the previous generation of Modernists like <a href=""https://www.artsy.net/artist/josef-albers"">Josef Albers</a> and <a href=""https://www.artsy.net/artist/piet-mondrian"">Piet Mondrian</a> for inspiration. Minimalism, as the movement was later named, proved that circles, squares, and stripes could come together to create compositions that were both dynamic and timeless. &ldquo;The more stuff in it, the busier the work of art, the worse it is,&rdquo; the Minimalist <a href=""https://www.artsy.net/artist/ad-reinhardt"">Ad Reinhardt</a> once wrote. &ldquo;More is less. Less is more.&rdquo;</p>",http://files.artsy.net/images/minimalistprints.png,"<p>Ellsworth Kelly, <i>Color Squares 2</i>, 2011. Courtesy of Gemini G.E.L. at Joni Moisant Weyl.</p>",,minimalist-prints,,,2000,TRUE
Mr. Brainwash: Life is Beautiful,mr-brainwash-life-is-beautiful,Street Art,"<p>In 2008, <a href=""https://www.artsy.net/artist/mr-brainwash"">Mr. Brainwash</a> mounted his first exhibition, “Life is Beautiful,” in a 15,000 square-foot complex on Hollywood’s famed Sunset Boulevard. The show was a street art extravaganza, featuring over 300 of his paintings, sculptures, and prints, along with a life-size recreation of Edward Hopper’s <i>Nighthawks</i> painting and a sculpture made from 100,000 shoes. “Life is Beautiful” turned Mr. Brainwash into an international street art phenomenon—an unexpected rise to fame captured in the Banksy-directed film <i>Exit Through the Gift Shop</i> (2010). Since, Mr. Brainwash has incorporated the phrase “Life is Beautiful” into a variety of his artworks, from tabletop sculptures to public murals.</p>",http://files.artsy.net/images/mr-brainwash-life-is-beautiful.png,"<p>Mr. Brainwash, <i>Life is Beautiful Monumental Sculpture</i>, 2015. Courtesy of Kunzt Gallery.</p>",4e975df46ba7120001001fe2,,,Life is Beautiful,2500,TRUE
Pablo Picasso: Etchings,pablo-picasso-etchings,Modern,,http://files.artsy.net/images/pablopicassoetchings.png,"<p>&copy; Pablo Picasso / Artist Rights Society (ARS), New York, NY.</p>",4d8b928b4eb68a1b2c0001f2,etching-slash-engraving,,,250,TRUE
Pablo Picasso: Lithographs,pablo-picasso-lithographs,Modern,"<p><a href=""https://www.artsy.net/artist/pablo-picasso"">Pablo Picasso</a> was a prolific printmaker, producing over 2,400 original prints throughout his career in a variety of techniques. But until 1945, almost all of his prints were black and white, and only a handful of them were lithographs, a printmaking method that closely resembles painting, enabling artists to draw directly on a stone slab or metal plate. This ratio drastically changed when Picasso met the master printmaker <a href=""https://www.artsy.net/artist/fernand-mourlot"">Fernand Mourlot</a>. In just under two decades, Picasso and Mourlot produced over 350 lithographs (many of them in color), experimenting with unconventional techniques like finger painting that pushed the boundaries of the medium.</p>",http://files.artsy.net/images/pablopicassolithograph.png,"<p>&copy; Pablo Picasso / Artist Rights Society (ARS), New York, NY.</p>",4d8b928b4eb68a1b2c0001f2,lithograph-1,,,2000,TRUE
Pablo Picasso: Portraits,pablo-picasso-portraits,Modern,"<p>Although <a href=""https://www.artsy.net/artist/pablo-picasso"">Pablo Picasso</a> worked in a variety of different styles and mediums throughout his prolific career, he never stopped creating portraits of those in his inner circle. Even in his most abstract portraits, Picasso captures his sitters’ personalities. For example, his cubist portrait of his friend and art dealer <i><a href=""https://www.artsy.net/artwork/pablo-picasso-portrait-of-art-dealer-ambroise-vollard-1867-1939"">Ambroise Vollard</a></i> (1910), shows the figure broken down into geometric, angled shapes, although the viewer can still discover that Vollard was a serious and somewhat gruff individual with his downcast eyes and frown. Picasso is also famous for his portraits of his lovers, which often distort their features into playful abstractions. His sultry sleeping portrait of Marie-Thérèse Walter, <i>Le Rêve</i> (1932) is among the world’s most expensive paintings ever sold, reaching $155 million through a private sale in 2013. Regarding his outlook on portraiture, Picasso was often elusive. “When you start with a portrait and search for a pure form, a clear volume, through successive eliminations, you arrive inevitably at the egg,” he once said, “Likewise, starting with the egg and following the same process in reverse, one finishes with the portrait.”</p>",http://files.artsy.net/images/picassoportrait1.png,"<p>&copy; Pablo Picasso / Artist Rights Society (ARS), New York, NY.</p>",4d8b928b4eb68a1b2c0001f2,portrait,,,2000,TRUE
Robert Indiana: Hartley Elegies,robert-indiana-hartley-elegies,Pop Art,"<p><a href=""https://www.artsy.net/artist/robert-indiana"">Robert Indiana</a>, the Pop artist most known for his “LOVE” series, regarded the American Modernist <a href=""https://www.artsy.net/artist/marsden-hartley"">Marsden Hartley</a> as his artistic hero. Indiana’s obsession with Hartley began when he discovered that the artist once spent a summer painting in Vinalhaven, Maine, a remote town where Indiana lived for over 30 years. Indiana, fascinated by the symbolism of numbers, began his “Hartley Elegies” series in 1989, choosing this year to mark the 75th anniversary of the death of Hartley’s dear friend Karl von Freyburg, a German officer whose loss initiated a significant period of creative output for Hartley. While Indiana’s original “Hartley Elegies” have been lost to time, the works are survived by a series of limited edition silkscreen prints. “I consider them to be the most important paintings that I’ve done,” Indiana has <a href=""https://www.nuvo.net/arts/visual_arts/robert-indiana-calls-in-from-maine/article_f99356d2-c2a8-5a18-a4a9-8923e94469c9.html"">said</a> of the series, which combine a variety of symbols, numbers, and letters in Hartley’s signature Modernist style.</p>",http://files.artsy.net/images/robertindianahartleyelegies.png,"<p>&copy; Robert Indiana / Artist Rights Society (ARS), New York, NY.</p>",4d8b92784eb68a1b2c00013e,,,"Hartley Elegies, The Berlin Series, KVF",7000,TRUE
Robert Indiana: Love,robert-indiana-love,Pop Art,"<p>Since first appearing on the Museum of Modern Art’s 1965 Christmas card, <a href=""https://www.artsy.net/artist/robert-indiana"">Robert Indiana</a>’s “LOVE” quickly permeated the popular imagination, appearing everywhere from life-size sculptures to government-issued stamps. The design’s appeal was timeless, yet also emblematic of the idealistic and free-loving 1960s. As art legend has it, Indiana was first bemused and later conflicted about the instant runaway success of his design, worried that it may have ruined his reputation among the art world elite as a one-hit wonder. Despite the artist’s private insecurities, “LOVE” remains one of the most treasured works in 20th-century American sculpture—breaking $4.1 million at auction in 2011.</p>",http://files.artsy.net/images/robertindianalove2.png,"<p>&copy; Robert Indiana / Artist Rights Society (ARS), New York, NY.</p>",4d8b92784eb68a1b2c00013e,,,"Ahava, Amor, Love",1000,TRUE
Robert Indiana: Mother of Us All,robert-indiana-mother-of-us-all,Pop Art,"<p><a href=""https://www.artsy.net/artist/robert-indiana"">Robert Indiana</a>, celebrated for his iconic “<a href=""https://www.artsy.net/collection/robert-indiana-love"">LOVE</a>” design, entered the realm of the theater in 1966 when he served as a set and costume designer for <i>The Mother of Us All</i>, an adaptation of Gertrude Stein and Virgil Thomson’s 1947 opera about activist Susan B. Anthony during the Women’s Suffrage Movement. Billed as “An American Pop Opera,” the play was first performed at the Guthrie Theatre in Minneapolis in 1967. After the curtain closed, Indiana memorialized his elaborate costume and set designs with a series of patriotic lithographs. From Gertrude Stein to Andrew Johnson, these prints portray a variety of suffragettes and American politicians modeling Indiana’s costume designs. </p>",http://files.artsy.net/images/robertindianathemotherofusall.png,"<p>&copy; Robert Indiana / Artist Rights Society (ARS), New York, NY.</p>",4d8b92784eb68a1b2c00013e,,,"Mother of Us All, General Ulysses S. Grant, Susan B. Anthony, Angel More, Gertrude Stein, Gloster Heming, Constance Fletcher, Jo the Loiterer, Indiana Elliot, Jenny Reefer, Henrietta, Anne, Lillian Russell, Anthony Comstock",1000,TRUE
Robert Indiana: Numbers,robert-indiana-numbers,Pop Art,"<p><a href=""https://www.artsy.net/artist/robert-indiana"">Robert Indiana</a>, best known for his iconic “<a href=""https://www.artsy.net/collection/robert-indiana-love"">LOVE</a>” series, lived in 21 different homes by his 17th birthday, and credits his ongoing fascination with numbers to his childhood spent moving between a flurry of addresses and zip codes. “Each one is loaded with multiple references and significances,” he <a href=""http://robertindiana.com/works/numbers-one-through-zero/"">said</a> of his numbers. Indiana believed that each number has its own personality and symbolism, with one representing birth and zero representing death, and the numbers in between symbolizing periods from childhood through adulthood. He also attached significance to the colors he chose for his numbers, favoring red for one and four to convey the vibrancy of birth and the fiery period of adolescence, and grey for zero to convey a waning sense of time at the close of one’s life. For Indiana, many of these numbers also held personal connections, such as the highway routes and building numbers that were important to him.</p>",http://files.artsy.net/images/robertindiananumbers.png,"<p>&copy; Robert Indiana / Artist Rights Society (ARS), New York, NY.</p>",4d8b92784eb68a1b2c00013e,,,Number,3000,TRUE
Robert Motherwell: Three Poems/Octavio Paz,robert-motherwell-three-poems-octavio-paz,Abstract Art,"<p>“My vocabulary works like poetry,” <a href=""https://www.artsy.net/artist/robert-motherwell"">Robert Motherwell</a> once <a href=""https://elpais.com/cultura/2015/12/15/babelia/1450185809_027650.html"">said</a> of his artwork’s visual language. “It is not an illustration but a series of explosions, fireworks or, on the contrary, a kind of contained silence.” Motherwell, a well-known lover of poetry, befriended a number of celebrated writers over the course of his career. One of them was his dear friend Octavio Paz, a prolific Mexican poet, essayist, and Nobel Prize winner. After dedicating several works to one another, Motherwell and Paz finally collaborated to produce <i>Three Poems</i> (1987–88), a suite of 27 lithographs accompanied by Paz’s poetry translated into English, initially inspired by the duo’s vacation in Mexico in 1967. After a small initial run in 1981–82, the complete set was revived by the New York print shop, the Limited Editions Club, in an edition of 750 in 1987–88. Though a complete set of <i>Three Poems</i> rarely reaches the market, single lithographs from the 1987–88 edition can still be collected today.</p>",http://files.artsy.net/images/robert-motherwell-three-poems-octavio-paz.png,"<p>Robert Motherwell, <i>Octavio Paz, Three Poems XIII</i>, 1987. Courtesy of RoGallery.</p>",4d8b92a24eb68a1b2c000318,,,Octavio Paz,1500,TRUE
Robert Rauschenberg: Lithographs,robert-rauschenberg-lithographs,Pop Art,"<p><a href=""https://www.artsy.net/artist/robert-rauschenberg"">Robert Rauschenberg</a> is among the most prominent figures in American printmaking, producing over 800 published editions during his artistic career. Printmaking was the perfect medium for the artist, who was fascinated with incorporating everyday materials into his art, including family photographs, street litter, magazine cut-outs, receipts, his personal medical x-rays, and even astrological charts. To create his ambitious collage-like prints, Rauschenberg invented entirely new printmaking techniques, such as one that combined lithography with silkscreen, in collaboration with the master printmaker Kenneth Tyler. Rauschenberg credits his success as a printmaker with his dyslexia. “I already see things backwards!” he says. “You see, in printmaking everything comes out backwards so printing is an absolute natural for me.”</p>",http://files.artsy.net/images/robertrauschenberglithographs.png,"<p>Robert Rauschenberg, <i>Front Roll</i>, 1964. Courtesy of Brooke Alexander, Inc.</p>",4db441cc2a7e0b78df000450,lithograph-1,,,3000,TRUE
Robert Rauschenberg: Posters,robert-rauschenberg-posters,Artist Posters,"<p><a href=""https://www.artsy.net/artist/robert-rauschenberg"">Robert Rauschenberg</a> was drawn to poster design throughout his career, viewing the medium as a unique opportunity to collaborate with printmakers and reach a larger audience. Rauschenberg’s posters are rarely legible at first glance and require repeat viewing to uncover their many hidden symbols and details. Composed of layered images and text, Rauschenberg’s first poster was a black-and-white advertisement for his first retrospective at the Jewish Museum in 1963, and he continued to create exhibition posters throughout his life. “We were doing a poster for every show, and those posters were going out all over the country, and people were thinking we must be this amazing gallery instead of a freight elevator,” Rauschenberg remembered of this era. Over the next 35 years, the artist created over 100 posters celebrating iconic historical moments, including the first landing on the moon and the first Earth Day, in his signature collage aesthetic.</p>",http://files.artsy.net/images/rauschenbergposter.png,"<p>Robert Rauschenberg, <i>St Louis Symphony Orchestra</i>, 1968. Courtesy of ArtWise.</p>",4db441cc2a7e0b78df000450,poster,,,1500,TRUE
Salvador Dalí: Don Quixote,salvador-dali-don-quixote,Modern,"<p>The Surrealist <a href=""https://www.artsy.net/artist/salvador-dali"">Salvador Dalí</a> illustrated several classic works of literature throughout his career, from Dante’s The Divine Comedy to Lewis Carroll’s <i>Alice in Wonderland</i>. Of these projects, the book most closely linked to Dalí’s own cultural heritage is Miguel de Cervantes’s <i>Don Quixote De La Mancha</i>, widely regarded as the most influential novel of the Spanish Golden Age. Dalí illustrated a 1946 edition of the novel, which he filled with 38 unique drawings of Don Quixote and Sancho Panza’s horseback adventures across Spain. Nearly two decades later, when Dalí received a commission to create a suite of prints inspired by the icons of Spanish culture, he turned again to this classic tale. The resulting suite, <i>The Five Spanish Immortals</i>, features Cervantes and Don Quixote as two of the immortals, alongside medieval hero El Cid and artists El Greco and Diego Velázquez.</p>",http://files.artsy.net/images/salvadordalidonquixote.png,"<p>&copy; Salvador Dalí / Artist Rights Society (ARS), New York, NY.</p>",4dadcce67129f059240009df,,,Don Quixote,2000,TRUE
